epoch;loss;sparse_categorical_accuracy;val_loss;val_sparse_categorical_accuracy
0;1.9203529357910156;0.5555499792098999;1.7895433902740479;0.6732000112533569
1;1.7863999605178833;0.673550009727478;1.7802331447601318;0.6796000003814697
2;1.778037190437317;0.6803500056266785;1.7743425369262695;0.6845999956130981
3;1.7743381261825562;0.6835333108901978;1.775852918624878;0.6827999949455261
4;1.772225022315979;0.6851833462715149;1.771344542503357;0.6861000061035156
5;1.770410180091858;0.6867833137512207;1.76974356174469;0.6868000030517578
6;1.7689135074615479;0.6881166696548462;1.7713078260421753;0.6862999796867371
7;1.7681516408920288;0.6881166696548462;1.7708871364593506;0.6869000196456909
8;1.766934871673584;0.6895166635513306;1.767530918121338;0.6887000203132629
9;1.7657766342163086;0.6904833316802979;1.7660855054855347;0.6899999976158142
0;1.9330940246582031;0.5380666851997375;1.6366703510284424;0.8294000029563904
1;1.6519546508789062;0.8165000081062317;1.5370430946350098;0.9298999905586243
2;1.5755757093429565;0.8914499878883362;1.5171101093292236;0.9459999799728394
3;1.5555334091186523;0.9093999862670898;1.5093541145324707;0.9521999955177307
4;1.5435634851455688;0.9217166900634766;1.5038071870803833;0.9592000246047974
5;1.535250186920166;0.9287833571434021;1.5001012086868286;0.9620000123977661
6;1.5290892124176025;0.9348166584968567;1.497467041015625;0.9656000137329102
7;1.5233852863311768;0.9407166838645935;1.4947692155838013;0.9667999744415283
8;1.5219392776489258;0.941100001335144;1.4935435056686401;0.9682999849319458
9;1.5171798467636108;0.9451666474342346;1.4928810596466064;0.9686999917030334
0;2.0335726737976074;0.427866667509079;1.6925855875015259;0.7750999927520752
1;1.7610329389572144;0.7039833068847656;1.629146933555603;0.8327999711036682
2;1.697180986404419;0.7675666809082031;1.6087656021118164;0.8525999784469604
3;1.6728415489196777;0.7906166911125183;1.604798674583435;0.8565999865531921
4;1.657382607460022;0.805649995803833;1.5927938222885132;0.8686000108718872
5;1.645356297492981;0.8171833157539368;1.586533546447754;0.8727999925613403
6;1.6120537519454956;0.8519499897956848;1.523305892944336;0.9386000037193298
7;1.5836015939712524;0.8827833533287048;1.5096427202224731;0.9520000219345093
8;1.5715910196304321;0.8950833082199097;1.5052601099014282;0.9564999938011169
9;1.56049644947052;0.9061499834060669;1.5044995546340942;0.9567000269889832
0;2.110470771789551;0.3306666612625122;1.9164060354232788;0.5546000003814697
1;1.876027226448059;0.5823000073432922;1.7913810014724731;0.6639000177383423
2;1.7797966003417969;0.6830833554267883;1.6245019435882568;0.8384000062942505
3;1.7061021327972412;0.7569500207901001;1.5860289335250854;0.8985000252723694
4;1.667102575302124;0.8102999925613403;1.5483919382095337;0.9240999817848206
5;1.638675332069397;0.8305666446685791;1.5300565958023071;0.9337999820709229
6;1.6238692998886108;0.84170001745224;1.5220381021499634;0.9398000240325928
7;1.6152461767196655;0.8489500284194946;1.5313949584960938;0.930400013923645
8;1.6128994226455688;0.8503666520118713;1.5095558166503906;0.9520999789237976
9;1.6058889627456665;0.8569666743278503;1.5126985311508179;0.9487000107765198
0;2.129343032836914;0.29280000925064087;1.9167097806930542;0.49950000643730164
1;1.902714490890503;0.5631166696548462;1.8069689273834229;0.6585000157356262
2;1.833185076713562;0.6282166838645935;1.7313467264175415;0.737500011920929
3;1.77693772315979;0.6814000010490417;1.6897189617156982;0.7674000263214111
4;1.7495146989822388;0.7062000036239624;1.6831856966018677;0.7681999802589417
5;1.7242082357406616;0.7344499826431274;1.6230344772338867;0.838100016117096
6;1.6922392845153809;0.7684500217437744;1.5991874933242798;0.8572999835014343
7;1.6802115440368652;0.7774166464805603;1.5931453704833984;0.864300012588501
8;1.6748803853988647;0.7818166613578796;1.591823697090149;0.8654000163078308
9;1.66751229763031;0.7897666692733765;1.5861376523971558;0.871399998664856
