epoch;loss;sparse_categorical_accuracy;val_loss;val_sparse_categorical_accuracy
0;1.669193148612976;0.7919333577156067;1.828525185585022;0.8443999886512756
1;1.5722259283065796;0.8791000247001648;1.593632459640503;0.871999979019165
2;1.5642541646957397;0.8851333260536194;1.5644243955612183;0.8841999769210815
3;1.5600342750549316;0.8886833190917969;1.5630134344100952;0.8848999738693237
4;1.558517575263977;0.8897166848182678;1.5636714696884155;0.8849999904632568
5;1.5568562746047974;0.8910666704177856;1.5634344816207886;0.8841000199317932
6;1.5556381940841675;0.8921999931335449;1.5675240755081177;0.880299985408783
7;1.5550154447555542;0.8924333453178406;1.5620369911193848;0.8851000070571899
8;1.5542494058609009;0.8930666446685791;1.5630723237991333;0.8847000002861023
9;1.5532622337341309;0.8937833309173584;1.5612519979476929;0.8862000107765198
0;1.8146960735321045;0.6190333366394043;1.9612584114074707;0.6607999801635742
1;1.7130393981933594;0.7143999934196472;1.6749621629714966;0.7688000202178955
2;1.65861976146698;0.7744166851043701;1.6596095561981201;0.7718999981880188
3;1.6548398733139038;0.7768499851226807;1.657690405845642;0.7736999988555908
4;1.652498722076416;0.7788000106811523;1.656942367553711;0.7738000154495239
5;1.651271104812622;0.7795500159263611;1.6568357944488525;0.7730000019073486
6;1.6495898962020874;0.7807000279426575;1.654765248298645;0.7752000093460083
7;1.6492395401000977;0.7812833189964294;1.656869888305664;0.7717999815940857
8;1.6482653617858887;0.7816333174705505;1.6542255878448486;0.7746999859809875
9;1.647918701171875;0.7819333076477051;1.652657389640808;0.7771999835968018
0;1.966695785522461;0.46123334765434265;2.327528238296509;0.11349999904632568
1;1.8880695104599;0.5053499937057495;1.9872275590896606;0.4462999999523163
2;1.8835840225219727;0.5069000124931335;1.8886505365371704;0.501800000667572
3;1.8815710544586182;0.5075666904449463;1.8937591314315796;0.49799999594688416
4;1.879960536956787;0.5081666707992554;1.8896679878234863;0.5011000037193298
5;1.879219889640808;0.5083666443824768;1.888244390487671;0.5022000074386597
6;1.8788187503814697;0.5086833238601685;1.8835461139678955;0.5037999749183655
7;1.878505825996399;0.508733332157135;1.8864290714263916;0.5016000270843506
8;1.8775014877319336;0.5091833472251892;1.8836685419082642;0.5031999945640564
9;1.8771264553070068;0.5093666911125183;1.8835663795471191;0.503000020980835
0;1.7355315685272217;0.741100013256073;2.332608461380005;0.11349999904632568
1;1.5128318071365356;0.9537000060081482;1.6772466897964478;0.8025000095367432
2;1.4867500066757202;0.977150022983551;1.5031685829162598;0.9606999754905701
3;1.481581687927246;0.9815999865531921;1.4903266429901123;0.9728000164031982
4;1.4787571430206299;0.9838166832923889;1.4826382398605347;0.9793999791145325
5;1.4766910076141357;0.9853833317756653;1.5006600618362427;0.9614999890327454
6;1.475496768951416;0.9866833090782166;1.4841009378433228;0.977400004863739
7;1.4742181301116943;0.9879833459854126;1.4804129600524902;0.9817000031471252
8;1.4736227989196777;0.9881500005722046;1.4886119365692139;0.9728000164031982
9;1.472464919090271;0.989300012588501;1.477997064590454;0.9836000204086304
0;1.874909520149231;0.5812000036239624;2.342931032180786;0.11349999904632568
1;1.7319493293762207;0.6931833624839783;1.9124505519866943;0.536899983882904
2;1.7245601415634155;0.6958500146865845;1.7273961305618286;0.6930000185966492
3;1.7215298414230347;0.6975666880607605;1.7255727052688599;0.6931999921798706
4;1.7198234796524048;0.6986666917800903;1.7301777601242065;0.6899999976158142
5;1.7183518409729004;0.699400007724762;1.7242119312286377;0.6938999891281128
6;1.718475103378296;0.6990000009536743;1.7251654863357544;0.6937000155448914
7;1.7172391414642334;0.6998666524887085;1.7213029861450195;0.6963000297546387
8;1.7165613174438477;0.7004333138465881;1.7227894067764282;0.6948000192642212
9;1.7160708904266357;0.7005333304405212;1.7230273485183716;0.6952000260353088
