epoch;loss;sparse_categorical_accuracy;val_loss;val_sparse_categorical_accuracy
0;1.8624736070632935;0.6129999756813049;1.7339420318603516;0.7350999712944031
1;1.7168471813201904;0.7467666864395142;1.7042827606201172;0.7578999996185303
2;1.6988961696624756;0.7735333442687988;1.6882660388946533;0.805400013923645
3;1.6817954778671265;0.8362333178520203;1.6741619110107422;0.8445000052452087
4;1.6713236570358276;0.8488500118255615;1.6684420108795166;0.8464000225067139
5;1.6648192405700684;0.8551499843597412;1.6623462438583374;0.8568000197410583
6;1.660415530204773;0.8590499758720398;1.6612098217010498;0.8518000245094299
7;1.6578489542007446;0.8620499968528748;1.6598206758499146;0.8555999994277954
8;1.654979944229126;0.8652333617210388;1.6565492153167725;0.8633000254631042
9;1.6524577140808105;0.8683333396911621;1.6553232669830322;0.8622999787330627
0;2.03381609916687;0.37439998984336853;1.97636079788208;0.4043000042438507
1;1.9762356281280518;0.4024166762828827;1.9692296981811523;0.4077000021934509
2;1.969751000404358;0.40538331866264343;1.963929533958435;0.4104999899864197
3;1.9672927856445312;0.40693333745002747;1.9619091749191284;0.41200000047683716
4;1.9658106565475464;0.4074999988079071;1.9620710611343384;0.4117000102996826
5;1.9645795822143555;0.40799999237060547;1.960955262184143;0.4115999937057495
6;1.963318109512329;0.40886667370796204;1.9600964784622192;0.4120999872684479
7;1.9626896381378174;0.4090166687965393;1.9605498313903809;0.41179999709129333
8;1.9159952402114868;0.47156667709350586;1.8836591243743896;0.5066999793052673
9;1.8850868940353394;0.5037833452224731;1.8817074298858643;0.5072000026702881
0;1.9867726564407349;0.46213334798812866;1.8650285005569458;0.5598999857902527
1;1.849098563194275;0.5666833519935608;1.8382755517959595;0.5701000094413757
2;1.835979700088501;0.5720333456993103;1.832740068435669;0.572700023651123
3;1.8302452564239502;0.5753833055496216;1.82850980758667;0.5748000144958496
4;1.8273005485534668;0.5768666863441467;1.8272757530212402;0.5752999782562256
5;1.8253591060638428;0.5775833129882812;1.8270784616470337;0.5759999752044678
6;1.823436975479126;0.5788166522979736;1.8245412111282349;0.5766000151634216
7;1.8221924304962158;0.5797666907310486;1.8245818614959717;0.5763000249862671
8;1.8222291469573975;0.579633355140686;1.8230400085449219;0.5776000022888184
9;1.8208935260772705;0.5804666876792908;1.823600172996521;0.5770999789237976
0;2.117741346359253;0.328900009393692;2.0561578273773193;0.40380001068115234
1;2.0527875423431396;0.4038333296775818;2.048574447631836;0.40720000863075256
2;2.048335313796997;0.40656667947769165;2.0468695163726807;0.4072999954223633
3;2.046809196472168;0.4067166745662689;2.0463216304779053;0.4072999954223633
4;2.046104907989502;0.40753334760665894;2.0451626777648926;0.4081999957561493
5;2.045253276824951;0.4081166684627533;2.0446057319641113;0.4083999991416931
6;2.0452497005462646;0.408216655254364;2.045043706893921;0.4075999855995178
7;2.0444796085357666;0.40845000743865967;2.043779134750366;0.40849998593330383
8;2.0439953804016113;0.4092000126838684;2.043945789337158;0.4090000092983246
9;2.043813705444336;0.40933331847190857;2.0439131259918213;0.4083000123500824
0;2.0242199897766113;0.4475833475589752;1.8904730081558228;0.5699999928474426
1;1.8917375802993774;0.567216694355011;1.8707715272903442;0.5877000093460083
2;1.8772609233856201;0.5800333619117737;1.8632787466049194;0.593999981880188
3;1.869410753250122;0.5868666768074036;1.8597478866577148;0.5964000225067139
4;1.8660590648651123;0.589733362197876;1.856244683265686;0.5993000268936157
5;1.862947702407837;0.5916000008583069;1.855912685394287;0.5990999937057495
6;1.844135046005249;0.5920833349227905;1.8171567916870117;0.5997999906539917
7;1.8212428092956543;0.5916500091552734;1.8144580125808716;0.5974000096321106
8;1.816318392753601;0.5930666923522949;1.8075165748596191;0.6004999876022339
9;1.8144559860229492;0.5932333469390869;1.8062480688095093;0.6007999777793884
