epoch;loss;sparse_categorical_accuracy;val_loss;val_sparse_categorical_accuracy
0;1.98093581199646;0.4972333312034607;1.8730478286743164;0.5845000147819519
1;1.8466545343399048;0.6126499772071838;1.7868902683258057;0.6725999712944031
2;1.7833998203277588;0.6757500171661377;1.7719368934631348;0.6863999962806702
3;1.7759342193603516;0.6818166375160217;1.769977331161499;0.6877999901771545
4;1.7725614309310913;0.6849833130836487;1.77095627784729;0.6869999766349792
5;1.770617961883545;0.6867833137512207;1.7674771547317505;0.6898999810218811
6;1.7685354948043823;0.6884166598320007;1.763808250427246;0.6930000185966492
7;1.7669134140014648;0.6897666454315186;1.7685068845748901;0.6890000104904175
8;1.766022801399231;0.6900666952133179;1.7676745653152466;0.6894000172615051
9;1.746553897857666;0.6906833052635193;1.7329730987548828;0.692300021648407
0;2.0365347862243652;0.4246833324432373;1.9130663871765137;0.5170000195503235
1;1.837104320526123;0.5999500155448914;1.7176332473754883;0.7407000064849854
2;1.6592097282409668;0.8002499938011169;1.5997891426086426;0.8532999753952026
3;1.6118868589401245;0.8414499759674072;1.5859962701797485;0.8644999861717224
4;1.5989367961883545;0.8518833518028259;1.578373670578003;0.8709999918937683
5;1.5927257537841797;0.8578833341598511;1.574013590812683;0.8748000264167786
6;1.5885288715362549;0.8612333536148071;1.5763357877731323;0.8711000084877014
7;1.5867960453033447;0.8632166385650635;1.5711287260055542;0.8774999976158142
8;1.5838505029678345;0.8654833436012268;1.5698920488357544;0.8773999810218811
9;1.5808889865875244;0.868233323097229;1.5712884664535522;0.8765000104904175
0;2.008312463760376;0.4560833275318146;1.7933499813079834;0.6632000207901001
1;1.7342503070831299;0.7313500046730042;1.533982515335083;0.9302999973297119
2;1.5804435014724731;0.8855000138282776;1.5145976543426514;0.9472000002861023
3;1.55545973777771;0.9085000157356262;1.508405327796936;0.9539999961853027
4;1.5425678491592407;0.9200000166893005;1.5068106651306152;0.9538999795913696
5;1.535099744796753;0.9279000163078308;1.4991306066513062;0.9624999761581421
6;1.5293726921081543;0.9331333041191101;1.4987114667892456;0.9624999761581421
7;1.5260636806488037;0.9363499879837036;1.4980816841125488;0.9638000130653381
8;1.5218554735183716;0.9406499862670898;1.4952839612960815;0.9660000205039978
